Club,Team,Competition,GameGuid,Date,Opponent,HomeScore,AwayScore,Side,Number,Name,NormalizedMinutes,PlusMinus,Faults,TotalScore,ThreePointers,FieldGoals,FreeThrows,TotalScorePerMinute,PlusMinusPerMinute
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AAG,za 21 februari om 19:00,A.C.J. Basket Brugge HSE B,44,84,away,15,Ayrton Maes,2,3,0,0,0p,0p,0p,0.00,1.50
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AAG,za 21 februari om 19:00,A.C.J. Basket Brugge HSE B,44,84,away,17,Ruben Weyne,19,18,1,10,0p,8p,2p,0.50,0.90
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,4,Tobian Bessem,18,21,2,2,0p,2p,0p,0.10,1.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,5,Loïc Dekuyper,26,28,4,20,9p,6p,5p,0.80,1.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,6,Aaron Germonprez,22,5,3,0,0p,0p,0p,0.00,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,7,Louka Verleye,18,5,0,14,0p,10p,4p,0.80,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,10,Julien Vandenheede,19,5,4,13,6p,6p,1p,0.70,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,11,Yonith Delanghe,3,-2,0,0,0p,0p,0p,0.00,-0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,12,Gustave Vandenheede,15,-4,4,1,0p,0p,1p,0.10,-0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,13,Robin De Zaeyer,19,23,2,0,0p,0p,0p,0.00,1.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,14,Ron Despeghel,30,30,4,18,0p,16p,2p,0.60,1.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AKG,zo 8 maart om 15:45,Red Sharks Koekelare HSE B,57,83,away,17,Ruben Weyne,29,19,2,15,3p,12p,0p,0.50,0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,4,Tobian Bessem,22,20,1,6,3p,2p,1p,0.30,0.90
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,5,Loïc Dekuyper,29,10,2,26,15p,10p,1p,0.90,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,6,Aaron Germonprez,18,-12,2,7,3p,4p,0p,0.40,-0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,7,Louka Verleye,21,6,0,0,0p,0p,0p,0.00,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,9,Julien Vandenheede,17,5,3,3,3p,0p,0p,0.20,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,10,Lei Despeghel,,0,0,0,0p,0p,0p,,
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,11,Yonith Delanghe,13,-14,2,0,0p,0p,0p,0.00,-1.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,12,Gustave Vandenheede,5,-9,0,2,0p,2p,0p,0.40,-1.80
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,13,Robin De Zaeyer,16,24,2,3,0p,2p,1p,0.20,1.50
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,14,Ron Despeghel,38,10,2,25,9p,14p,2p,0.70,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,15,Ayrton Maes,4,-3,1,2,0p,2p,0p,0.50,-0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGC,vr 20 maart om 21:30,Kon BBC De Panne vzw HSE A,74,66,home,17,Ruben Weyne,18,3,3,0,0p,0p,0p,0.00,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,4,Tobian Bessem,33,30,2,7,3p,4p,0p,0.20,0.90
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,5,Loïc Dekuyper,23,27,0,33,9p,22p,2p,1.40,1.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,6,Aaron Germonprez,21,25,2,4,0p,2p,2p,0.20,1.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,7,Louka Verleye,23,25,1,6,0p,6p,0p,0.30,1.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,11,Yonith Delanghe,20,1,0,4,0p,4p,0p,0.20,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,13,Robin De Zaeyer,22,25,2,10,3p,4p,3p,0.50,1.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,14,Ron Despeghel,22,13,1,6,0p,6p,0p,0.30,0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,15,Ayrton Maes,13,6,1,13,0p,10p,3p,1.00,0.50
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ALG,wo 1 april om 22:30,BT Kortemark HSE A,55,91,away,17,Ruben Weyne,21,28,2,8,0p,8p,0p,0.40,1.30
